ResourceId,ResourceType,ResourceNote,Property,Value,UserNote,Required,Type,UpdateType,Description,IsOmittable,Filename
InboundHTTPPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp,,,No,Icmp,No interruption,The Internet Control Message Protocol (ICMP) code and type. Requirement is conditional: Required if specifying 1 (ICMP) for the protocol parameter. ,True,sample-template.json
InboundHTTPPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp.Code,,,No,Integer,No interruption,The Internet Control Message Protocol (ICMP) code. You can use -1 to specify all ICMP codes for the given ICMP type. Requirement is conditional: Required if you specify 1 (ICMP) for the protocol parameter.,True,sample-template.json
InboundHTTPPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp.Type,,,No,Integer,No interruption,The Internet Control Message Protocol (ICMP) type. You can use -1 to specify all ICMP types. Conditional requirement: Required if you specify 1 (ICMP) for the CreateNetworkAclEntry protocol parameter.,True,sample-template.json
InboundHTTPPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Ipv6CidrBlock,,,No,String,No interruption,"The IPv6 network range to allow or deny, in CIDR notation. Requirement is conditional: You must specify the CidrBlock or Ipv6CidrBlock property.",True,sample-template.json
InboundHTTPPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,NetworkAclId,{'Ref': 'PublicNetworkAcl'},,Yes,String,Replacement,The ID of the ACL for the entry.,False,sample-template.json
InboundHTTPPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange,,,No,PortRange,No interruption,The range of port numbers for the UDP/TCP protocol. Conditional required if specifying 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
InboundHTTPPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange.From,80,,No,Integer,No interruption,The first port in the range. Required if you specify 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
InboundHTTPPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange.To,80,,No,Integer,No interruption,The last port in the range. Required if you specify 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
InboundHTTPPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Protocol,6,,Yes,Integer,No interruption,The IP protocol that the rule applies to. You must specify -1 or a protocol number. You can specify -1 for all protocols.,False,sample-template.json
InboundHTTPPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,RuleAction,allow,,Yes,String,No interruption,"Whether to allow or deny traffic that matches the rule; valid values are ""allow"" or ""deny"".",False,sample-template.json
InboundHTTPPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,RuleNumber,100,,Yes,Integer,Replacement,"Rule number to assign to the entry, such as 100. ACL entries are processed in ascending order by rule number. Entries can't use the same rule number unless one is an egress rule and the other is an ingress rule. ",False,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,CidrBlock,0.0.0.0/0,,No,String,No interruption,"The IPv4 CIDR range to allow or deny, in CIDR notation (for example, 172.16.0.0/24). Requirement is conditional: You must specify the CidrBlock or Ipv6CidrBlock property.",False,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Egress,false,,No,Boolean,Replacement,"Whether this rule applies to egress traffic from the subnet (true) or ingress traffic to the subnet (false). By default, AWS CloudFormation specifies false.",False,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp,,,No,Icmp,No interruption,The Internet Control Message Protocol (ICMP) code and type. Requirement is conditional: Required if specifying 1 (ICMP) for the protocol parameter. ,True,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp.Code,,,No,Integer,No interruption,The Internet Control Message Protocol (ICMP) code. You can use -1 to specify all ICMP codes for the given ICMP type. Requirement is conditional: Required if you specify 1 (ICMP) for the protocol parameter.,True,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp.Type,,,No,Integer,No interruption,The Internet Control Message Protocol (ICMP) type. You can use -1 to specify all ICMP types. Conditional requirement: Required if you specify 1 (ICMP) for the CreateNetworkAclEntry protocol parameter.,True,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Ipv6CidrBlock,,,No,String,No interruption,"The IPv6 network range to allow or deny, in CIDR notation. Requirement is conditional: You must specify the CidrBlock or Ipv6CidrBlock property.",True,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,NetworkAclId,{'Ref': 'PublicNetworkAcl'},,Yes,String,Replacement,The ID of the ACL for the entry.,False,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange,,,No,PortRange,No interruption,The range of port numbers for the UDP/TCP protocol. Conditional required if specifying 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange.From,443,,No,Integer,No interruption,The first port in the range. Required if you specify 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange.To,443,,No,Integer,No interruption,The last port in the range. Required if you specify 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Protocol,6,,Yes,Integer,No interruption,The IP protocol that the rule applies to. You must specify -1 or a protocol number. You can specify -1 for all protocols.,False,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,RuleAction,allow,,Yes,String,No interruption,"Whether to allow or deny traffic that matches the rule; valid values are ""allow"" or ""deny"".",False,sample-template.json
InboundHTTPSPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,RuleNumber,101,,Yes,Integer,Replacement,"Rule number to assign to the entry, such as 100. ACL entries are processed in ascending order by rule number. Entries can't use the same rule number unless one is an egress rule and the other is an ingress rule. ",False,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,CidrBlock,0.0.0.0/0,,No,String,No interruption,"The IPv4 CIDR range to allow or deny, in CIDR notation (for example, 172.16.0.0/24). Requirement is conditional: You must specify the CidrBlock or Ipv6CidrBlock property.",False,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Egress,false,,No,Boolean,Replacement,"Whether this rule applies to egress traffic from the subnet (true) or ingress traffic to the subnet (false). By default, AWS CloudFormation specifies false.",False,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp,,,No,Icmp,No interruption,The Internet Control Message Protocol (ICMP) code and type. Requirement is conditional: Required if specifying 1 (ICMP) for the protocol parameter. ,True,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp.Code,,,No,Integer,No interruption,The Internet Control Message Protocol (ICMP) code. You can use -1 to specify all ICMP codes for the given ICMP type. Requirement is conditional: Required if you specify 1 (ICMP) for the protocol parameter.,True,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp.Type,,,No,Integer,No interruption,The Internet Control Message Protocol (ICMP) type. You can use -1 to specify all ICMP types. Conditional requirement: Required if you specify 1 (ICMP) for the CreateNetworkAclEntry protocol parameter.,True,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Ipv6CidrBlock,,,No,String,No interruption,"The IPv6 network range to allow or deny, in CIDR notation. Requirement is conditional: You must specify the CidrBlock or Ipv6CidrBlock property.",True,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,NetworkAclId,{'Ref': 'PrivateNetworkAcl'},,Yes,String,Replacement,The ID of the ACL for the entry.,False,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange,,,No,PortRange,No interruption,The range of port numbers for the UDP/TCP protocol. Conditional required if specifying 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange.From,0,,No,Integer,No interruption,The first port in the range. Required if you specify 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange.To,65535,,No,Integer,No interruption,The last port in the range. Required if you specify 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Protocol,6,,Yes,Integer,No interruption,The IP protocol that the rule applies to. You must specify -1 or a protocol number. You can specify -1 for all protocols.,False,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,RuleAction,allow,,Yes,String,No interruption,"Whether to allow or deny traffic that matches the rule; valid values are ""allow"" or ""deny"".",False,sample-template.json
InboundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,RuleNumber,100,,Yes,Integer,Replacement,"Rule number to assign to the entry, such as 100. ACL entries are processed in ascending order by rule number. Entries can't use the same rule number unless one is an egress rule and the other is an ingress rule. ",False,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,CidrBlock,{'Ref': 'SSHLocation'},,No,String,No interruption,"The IPv4 CIDR range to allow or deny, in CIDR notation (for example, 172.16.0.0/24). Requirement is conditional: You must specify the CidrBlock or Ipv6CidrBlock property.",False,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Egress,false,,No,Boolean,Replacement,"Whether this rule applies to egress traffic from the subnet (true) or ingress traffic to the subnet (false). By default, AWS CloudFormation specifies false.",False,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp,,,No,Icmp,No interruption,The Internet Control Message Protocol (ICMP) code and type. Requirement is conditional: Required if specifying 1 (ICMP) for the protocol parameter. ,True,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp.Code,,,No,Integer,No interruption,The Internet Control Message Protocol (ICMP) code. You can use -1 to specify all ICMP codes for the given ICMP type. Requirement is conditional: Required if you specify 1 (ICMP) for the protocol parameter.,True,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp.Type,,,No,Integer,No interruption,The Internet Control Message Protocol (ICMP) type. You can use -1 to specify all ICMP types. Conditional requirement: Required if you specify 1 (ICMP) for the CreateNetworkAclEntry protocol parameter.,True,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Ipv6CidrBlock,,,No,String,No interruption,"The IPv6 network range to allow or deny, in CIDR notation. Requirement is conditional: You must specify the CidrBlock or Ipv6CidrBlock property.",True,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,NetworkAclId,{'Ref': 'PublicNetworkAcl'},,Yes,String,Replacement,The ID of the ACL for the entry.,False,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange,,,No,PortRange,No interruption,The range of port numbers for the UDP/TCP protocol. Conditional required if specifying 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange.From,22,,No,Integer,No interruption,The first port in the range. Required if you specify 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange.To,22,,No,Integer,No interruption,The last port in the range. Required if you specify 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Protocol,6,,Yes,Integer,No interruption,The IP protocol that the rule applies to. You must specify -1 or a protocol number. You can specify -1 for all protocols.,False,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,RuleAction,allow,,Yes,String,No interruption,"Whether to allow or deny traffic that matches the rule; valid values are ""allow"" or ""deny"".",False,sample-template.json
InboundSSHPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,RuleNumber,102,,Yes,Integer,Replacement,"Rule number to assign to the entry, such as 100. ACL entries are processed in ascending order by rule number. Entries can't use the same rule number unless one is an egress rule and the other is an ingress rule. ",False,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,CidrBlock,0.0.0.0/0,,No,String,No interruption,"The IPv4 CIDR range to allow or deny, in CIDR notation (for example, 172.16.0.0/24). Requirement is conditional: You must specify the CidrBlock or Ipv6CidrBlock property.",False,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Egress,true,,No,Boolean,Replacement,"Whether this rule applies to egress traffic from the subnet (true) or ingress traffic to the subnet (false). By default, AWS CloudFormation specifies false.",False,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp,,,No,Icmp,No interruption,The Internet Control Message Protocol (ICMP) code and type. Requirement is conditional: Required if specifying 1 (ICMP) for the protocol parameter. ,True,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp.Code,,,No,Integer,No interruption,The Internet Control Message Protocol (ICMP) code. You can use -1 to specify all ICMP codes for the given ICMP type. Requirement is conditional: Required if you specify 1 (ICMP) for the protocol parameter.,True,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp.Type,,,No,Integer,No interruption,The Internet Control Message Protocol (ICMP) type. You can use -1 to specify all ICMP types. Conditional requirement: Required if you specify 1 (ICMP) for the CreateNetworkAclEntry protocol parameter.,True,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Ipv6CidrBlock,,,No,String,No interruption,"The IPv6 network range to allow or deny, in CIDR notation. Requirement is conditional: You must specify the CidrBlock or Ipv6CidrBlock property.",True,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,NetworkAclId,{'Ref': 'PrivateNetworkAcl'},,Yes,String,Replacement,The ID of the ACL for the entry.,False,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange,,,No,PortRange,No interruption,The range of port numbers for the UDP/TCP protocol. Conditional required if specifying 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange.From,0,,No,Integer,No interruption,The first port in the range. Required if you specify 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange.To,65535,,No,Integer,No interruption,The last port in the range. Required if you specify 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Protocol,6,,Yes,Integer,No interruption,The IP protocol that the rule applies to. You must specify -1 or a protocol number. You can specify -1 for all protocols.,False,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,RuleAction,allow,,Yes,String,No interruption,"Whether to allow or deny traffic that matches the rule; valid values are ""allow"" or ""deny"".",False,sample-template.json
OutBoundPrivateNetworkAclEntry,AWS::EC2::NetworkAclEntry,,RuleNumber,100,,Yes,Integer,Replacement,"Rule number to assign to the entry, such as 100. ACL entries are processed in ascending order by rule number. Entries can't use the same rule number unless one is an egress rule and the other is an ingress rule. ",False,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,CidrBlock,0.0.0.0/0,,No,String,No interruption,"The IPv4 CIDR range to allow or deny, in CIDR notation (for example, 172.16.0.0/24). Requirement is conditional: You must specify the CidrBlock or Ipv6CidrBlock property.",False,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Egress,true,,No,Boolean,Replacement,"Whether this rule applies to egress traffic from the subnet (true) or ingress traffic to the subnet (false). By default, AWS CloudFormation specifies false.",False,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp,,,No,Icmp,No interruption,The Internet Control Message Protocol (ICMP) code and type. Requirement is conditional: Required if specifying 1 (ICMP) for the protocol parameter. ,True,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp.Code,,,No,Integer,No interruption,The Internet Control Message Protocol (ICMP) code. You can use -1 to specify all ICMP codes for the given ICMP type. Requirement is conditional: Required if you specify 1 (ICMP) for the protocol parameter.,True,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Icmp.Type,,,No,Integer,No interruption,The Internet Control Message Protocol (ICMP) type. You can use -1 to specify all ICMP types. Conditional requirement: Required if you specify 1 (ICMP) for the CreateNetworkAclEntry protocol parameter.,True,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Ipv6CidrBlock,,,No,String,No interruption,"The IPv6 network range to allow or deny, in CIDR notation. Requirement is conditional: You must specify the CidrBlock or Ipv6CidrBlock property.",True,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,NetworkAclId,{'Ref': 'PublicNetworkAcl'},,Yes,String,Replacement,The ID of the ACL for the entry.,False,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange,,,No,PortRange,No interruption,The range of port numbers for the UDP/TCP protocol. Conditional required if specifying 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange.From,0,,No,Integer,No interruption,The first port in the range. Required if you specify 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,PortRange.To,65535,,No,Integer,No interruption,The last port in the range. Required if you specify 6 (TCP) or 17 (UDP) for the protocol parameter.,False,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,Protocol,6,,Yes,Integer,No interruption,The IP protocol that the rule applies to. You must specify -1 or a protocol number. You can specify -1 for all protocols.,False,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,RuleAction,allow,,Yes,String,No interruption,"Whether to allow or deny traffic that matches the rule; valid values are ""allow"" or ""deny"".",False,sample-template.json
OutboundPublicNetworkAclEntry,AWS::EC2::NetworkAclEntry,,RuleNumber,100,,Yes,Integer,Replacement,"Rule number to assign to the entry, such as 100. ACL entries are processed in ascending order by rule number. Entries can't use the same rule number unless one is an egress rule and the other is an ingress rule. ",False,sample-template.json
PrivateRoute,AWS::EC2::Route,,CarrierGatewayId,,,No,String,No interruption,The ID of the carrier gateway.,True,sample-template.json
PrivateRoute,AWS::EC2::Route,,DestinationCidrBlock,0.0.0.0/0,,Conditional,String,Replacement,The IPv4 CIDR block used for the destination match.,False,sample-template.json
PrivateRoute,AWS::EC2::Route,,DestinationIpv6CidrBlock,,,Conditional,String,No interruption,The IPv6 CIDR block used for the destination match.,True,sample-template.json
PrivateRoute,AWS::EC2::Route,,EgressOnlyInternetGatewayId,,,No,String,No interruption,The ID of the egress-only internet gateway.,True,sample-template.json
PrivateRoute,AWS::EC2::Route,,GatewayId,,,No,String,No interruption,The ID of an internet gateway or virtual private gateway attached to your VPC.,True,sample-template.json
PrivateRoute,AWS::EC2::Route,,InstanceId,{'Ref': 'NATDevice'},,No,String,No interruption,The ID of a NAT instance in your VPC.,False,sample-template.json
PrivateRoute,AWS::EC2::Route,,LocalGatewayId,,,No,String,No interruption,The ID of the local gateway.,True,sample-template.json
PrivateRoute,AWS::EC2::Route,,NatGatewayId,,,No,String,No interruption,The ID of a NAT gateway.,True,sample-template.json
PrivateRoute,AWS::EC2::Route,,NetworkInterfaceId,,,No,String,No interruption,The ID of the network interface.,True,sample-template.json
PrivateRoute,AWS::EC2::Route,,RouteTableId,{'Ref': 'PrivateRouteTable'},,Yes,String,Replacement,The ID of the route table. The routing table must be associated with the same VPC that the virtual private gateway is attached to. ,False,sample-template.json
PrivateRoute,AWS::EC2::Route,,TransitGatewayId,,,No,String,No interruption,The ID of a transit gateway.,True,sample-template.json
PrivateRoute,AWS::EC2::Route,,VpcEndpointId,,,No,String,No interruption,The ID of a VPC endpoint. Supported for Gateway Load Balancer endpoints only.,True,sample-template.json
PrivateRoute,AWS::EC2::Route,,VpcPeeringConnectionId,,,No,String,No interruption,The ID of a VPC peering connection.,True,sample-template.json
PublicRoute,AWS::EC2::Route,,CarrierGatewayId,,,No,String,No interruption,The ID of the carrier gateway.,True,sample-template.json
PublicRoute,AWS::EC2::Route,,DestinationCidrBlock,0.0.0.0/0,,Conditional,String,Replacement,The IPv4 CIDR block used for the destination match.,False,sample-template.json
PublicRoute,AWS::EC2::Route,,DestinationIpv6CidrBlock,,,Conditional,String,No interruption,The IPv6 CIDR block used for the destination match.,True,sample-template.json
PublicRoute,AWS::EC2::Route,,EgressOnlyInternetGatewayId,,,No,String,No interruption,The ID of the egress-only internet gateway.,True,sample-template.json
PublicRoute,AWS::EC2::Route,,GatewayId,{'Ref': 'InternetGateway'},,No,String,No interruption,The ID of an internet gateway or virtual private gateway attached to your VPC.,False,sample-template.json
PublicRoute,AWS::EC2::Route,,InstanceId,,,No,String,No interruption,The ID of a NAT instance in your VPC.,True,sample-template.json
PublicRoute,AWS::EC2::Route,,LocalGatewayId,,,No,String,No interruption,The ID of the local gateway.,True,sample-template.json
PublicRoute,AWS::EC2::Route,,NatGatewayId,,,No,String,No interruption,The ID of a NAT gateway.,True,sample-template.json
PublicRoute,AWS::EC2::Route,,NetworkInterfaceId,,,No,String,No interruption,The ID of the network interface.,True,sample-template.json
PublicRoute,AWS::EC2::Route,,RouteTableId,{'Ref': 'PublicRouteTable'},,Yes,String,Replacement,The ID of the route table. The routing table must be associated with the same VPC that the virtual private gateway is attached to. ,False,sample-template.json
PublicRoute,AWS::EC2::Route,,TransitGatewayId,,,No,String,No interruption,The ID of a transit gateway.,True,sample-template.json
PublicRoute,AWS::EC2::Route,,VpcEndpointId,,,No,String,No interruption,The ID of a VPC endpoint. Supported for Gateway Load Balancer endpoints only.,True,sample-template.json
PublicRoute,AWS::EC2::Route,,VpcPeeringConnectionId,,,No,String,No interruption,The ID of a VPC peering connection.,True,sample-template.json
PrivateRouteTable,AWS::EC2::RouteTable,,Tags,,,No,List of Tag,No interruption,Any tags assigned to the route table.,False,sample-template.json
PrivateRouteTable,AWS::EC2::RouteTable,,Tags[0].Key,Application,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",False,sample-template.json
PrivateRouteTable,AWS::EC2::RouteTable,,Tags[0].Value,{'Ref': 'AWS::StackId'},,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,False,sample-template.json
PrivateRouteTable,AWS::EC2::RouteTable,,Tags[1].Key,Network,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",False,sample-template.json
PrivateRouteTable,AWS::EC2::RouteTable,,Tags[1].Value,Private,,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,False,sample-template.json
PrivateRouteTable,AWS::EC2::RouteTable,,VpcId,{'Ref': 'VPC'},,Yes,String,Replacement,The ID of the VPC.,False,sample-template.json
PublicRouteTable,AWS::EC2::RouteTable,,Tags,,,No,List of Tag,No interruption,Any tags assigned to the route table.,False,sample-template.json
PublicRouteTable,AWS::EC2::RouteTable,,Tags[0].Key,Application,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",False,sample-template.json
PublicRouteTable,AWS::EC2::RouteTable,,Tags[0].Value,{'Ref': 'AWS::StackId'},,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,False,sample-template.json
PublicRouteTable,AWS::EC2::RouteTable,,Tags[1].Key,Network,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",False,sample-template.json
PublicRouteTable,AWS::EC2::RouteTable,,Tags[1].Value,Public,,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,False,sample-template.json
PublicRouteTable,AWS::EC2::RouteTable,,VpcId,{'Ref': 'VPC'},,Yes,String,Replacement,The ID of the VPC.,False,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,GroupDescription,Enable access to the Bastion host,,Yes,String,Replacement,A description for the security group. This is informational only.,False,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,GroupName,,,No,String,Replacement,The name of the security group.,True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress,,,No,List of Egress,No interruption,[VPC only] The outbound rules associated with the security group. There is a short interruption during which you cannot connect to the security group.,False,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].CidrIp,"{'Fn::FindInMap': ['SubnetConfig', 'Private', 'CIDR']}",,No,String,No interruption,"The IPv4 address range, in CIDR format.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",False,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].CidrIpv6,,,No,String,No interruption,"The IPv6 address range, in CIDR format.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].Description,,,No,String,No interruption,A description for the security group rule.,True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].DestinationPrefixListId,,,No,String,No interruption,"[EC2-VPC only] The prefix list IDs for the destination AWS service. This is the AWS service that you want to access through a VPC endpoint from instances associated with the security group.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).",True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].DestinationSecurityGroupId,,,No,String,No interruption,"The ID of the destination VPC security group.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).",True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].FromPort,22,,No,Integer,No interruption,"The start of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 type number. A value of -1 indicates all ICMP/ICMPv6 types. If you specify all ICMP/ICMPv6 types, you must specify all codes.",False,sample-template.json
